"intercept","env_range","lat_range","sim","fit_model","job"
-2.5,50,50,4,"inla",8208
-4.5,10,10,5,"inla",8209
-3.5,10,10,5,"inla",8210
-2.5,10,10,5,"inla",8211
-4.5,30,10,5,"inla",8212
-3.5,30,10,5,"inla",8213
-2.5,30,10,5,"inla",8214
-4.5,50,10,5,"inla",8215
-3.5,50,10,5,"inla",8216
-2.5,50,10,5,"inla",8217
-4.5,10,30,5,"inla",8218
-3.5,10,30,5,"inla",8219
-2.5,10,30,5,"inla",8220
-4.5,30,30,5,"inla",8221
-3.5,30,30,5,"inla",8222
-2.5,30,30,5,"inla",8223
-4.5,50,30,5,"inla",8224
-3.5,50,30,5,"inla",8225
-2.5,50,30,5,"inla",8226
-4.5,10,50,5,"inla",8227
-3.5,10,50,5,"inla",8228
-2.5,10,50,5,"inla",8229
-4.5,30,50,5,"inla",8230
-3.5,30,50,5,"inla",8231
-2.5,30,50,5,"inla",8232
-4.5,50,50,5,"inla",8233
-3.5,50,50,5,"inla",8234
-2.5,50,50,5,"inla",8235
-4.5,10,10,6,"inla",8236
-3.5,10,10,6,"inla",8237
-2.5,10,10,6,"inla",8238
-4.5,30,10,6,"inla",8239
-3.5,30,10,6,"inla",8240
-2.5,30,10,6,"inla",8241
-4.5,50,10,6,"inla",8242
-3.5,50,10,6,"inla",8243
-2.5,50,10,6,"inla",8244
-4.5,10,30,6,"inla",8245
-3.5,10,30,6,"inla",8246
-2.5,10,30,6,"inla",8247
-4.5,30,30,6,"inla",8248
-3.5,30,30,6,"inla",8249
-2.5,30,30,6,"inla",8250
-4.5,50,30,6,"inla",8251
-3.5,50,30,6,"inla",8252
-2.5,50,30,6,"inla",8253
-4.5,10,50,6,"inla",8254
-3.5,10,50,6,"inla",8255
-2.5,10,50,6,"inla",8256
-4.5,30,50,6,"inla",8257
-3.5,30,50,6,"inla",8258
-2.5,30,50,6,"inla",8259
-4.5,50,50,6,"inla",8260
-3.5,50,50,6,"inla",8261
-2.5,50,50,6,"inla",8262
-4.5,10,10,7,"inla",8263
-3.5,10,10,7,"inla",8264
-2.5,10,10,7,"inla",8265
-4.5,30,10,7,"inla",8266
-3.5,30,10,7,"inla",8267
-2.5,30,10,7,"inla",8268
-4.5,50,10,7,"inla",8269
-3.5,50,10,7,"inla",8270
-2.5,50,10,7,"inla",8271
-4.5,10,30,7,"inla",8272
-3.5,10,30,7,"inla",8273
-2.5,10,30,7,"inla",8274
-4.5,30,30,7,"inla",8275
-3.5,30,30,7,"inla",8276
-2.5,30,30,7,"inla",8277
-4.5,50,30,7,"inla",8278
-3.5,50,30,7,"inla",8279
-2.5,50,30,7,"inla",8280
-4.5,10,50,7,"inla",8281
-3.5,10,50,7,"inla",8282
-2.5,10,50,7,"inla",8283
-4.5,30,50,7,"inla",8284
-3.5,30,50,7,"inla",8285
-2.5,30,50,7,"inla",8286
-4.5,50,50,7,"inla",8287
-3.5,50,50,7,"inla",8288
-2.5,50,50,7,"inla",8289
-4.5,10,10,8,"inla",8290
-3.5,10,10,8,"inla",8291
-2.5,10,10,8,"inla",8292
-4.5,30,10,8,"inla",8293
-3.5,30,10,8,"inla",8294
-2.5,30,10,8,"inla",8295
-4.5,50,10,8,"inla",8296
-3.5,50,10,8,"inla",8297
-2.5,50,10,8,"inla",8298
-4.5,10,30,8,"inla",8299
-3.5,10,30,8,"inla",8300
-2.5,10,30,8,"inla",8301
-4.5,30,30,8,"inla",8302
-3.5,30,30,8,"inla",8303
-2.5,30,30,8,"inla",8304
-4.5,50,30,8,"inla",8305
-3.5,50,30,8,"inla",8306
-2.5,50,30,8,"inla",8307
-4.5,10,50,8,"inla",8308
-3.5,10,50,8,"inla",8309
-2.5,10,50,8,"inla",8310
-4.5,30,50,8,"inla",8311
-3.5,30,50,8,"inla",8312
-2.5,30,50,8,"inla",8313
-4.5,50,50,8,"inla",8314
-3.5,50,50,8,"inla",8315
-2.5,50,50,8,"inla",8316
-4.5,10,10,9,"inla",8317
-3.5,10,10,9,"inla",8318
-2.5,10,10,9,"inla",8319
-4.5,30,10,9,"inla",8320
-3.5,30,10,9,"inla",8321
-2.5,30,10,9,"inla",8322
-4.5,50,10,9,"inla",8323
-3.5,50,10,9,"inla",8324
-2.5,50,10,9,"inla",8325
-4.5,10,30,9,"inla",8326
-3.5,10,30,9,"inla",8327
-2.5,10,30,9,"inla",8328
-4.5,30,30,9,"inla",8329
-3.5,30,30,9,"inla",8330
-2.5,30,30,9,"inla",8331
-4.5,50,30,9,"inla",8332
-3.5,50,30,9,"inla",8333
-2.5,50,30,9,"inla",8334
-4.5,10,50,9,"inla",8335
-3.5,10,50,9,"inla",8336
-2.5,10,50,9,"inla",8337
-4.5,30,50,9,"inla",8338
-3.5,30,50,9,"inla",8339
-2.5,30,50,9,"inla",8340
-4.5,50,50,9,"inla",8341
-3.5,50,50,9,"inla",8342
-2.5,50,50,9,"inla",8343
-4.5,10,10,10,"inla",8344
-3.5,10,10,10,"inla",8345
-2.5,10,10,10,"inla",8346
-4.5,30,10,10,"inla",8347
-3.5,30,10,10,"inla",8348
-2.5,30,10,10,"inla",8349
-4.5,50,10,10,"inla",8350
-3.5,50,10,10,"inla",8351
-2.5,50,10,10,"inla",8352
-4.5,10,30,10,"inla",8353
-3.5,10,30,10,"inla",8354
-2.5,10,30,10,"inla",8355
-4.5,30,30,10,"inla",8356
-3.5,30,30,10,"inla",8357
-2.5,30,30,10,"inla",8358
-4.5,50,30,10,"inla",8359
-3.5,50,30,10,"inla",8360
-2.5,50,30,10,"inla",8361
-4.5,10,50,10,"inla",8362
-3.5,10,50,10,"inla",8363
-2.5,10,50,10,"inla",8364
-4.5,30,50,10,"inla",8365
-3.5,30,50,10,"inla",8366
-2.5,30,50,10,"inla",8367
-4.5,50,50,10,"inla",8368
-3.5,50,50,10,"inla",8369
-2.5,50,50,10,"inla",8370
-4.5,10,10,11,"inla",8371
-3.5,10,10,11,"inla",8372
-2.5,10,10,11,"inla",8373
-4.5,30,10,11,"inla",8374
-3.5,30,10,11,"inla",8375
-2.5,30,10,11,"inla",8376
-4.5,50,10,11,"inla",8377
-3.5,50,10,11,"inla",8378
-2.5,50,10,11,"inla",8379
-4.5,10,30,11,"inla",8380
-3.5,10,30,11,"inla",8381
-2.5,10,30,11,"inla",8382
-4.5,30,30,11,"inla",8383
-3.5,30,30,11,"inla",8384
-2.5,30,30,11,"inla",8385
-4.5,50,30,11,"inla",8386
-3.5,50,30,11,"inla",8387
-2.5,50,30,11,"inla",8388
-4.5,10,50,11,"inla",8389
-3.5,10,50,11,"inla",8390
-2.5,10,50,11,"inla",8391
-4.5,30,50,11,"inla",8392
-3.5,30,50,11,"inla",8393
-2.5,30,50,11,"inla",8394
-4.5,50,50,11,"inla",8395
-3.5,50,50,11,"inla",8396
-2.5,50,50,11,"inla",8397
-4.5,10,10,12,"inla",8398
-3.5,10,10,12,"inla",8399
-2.5,10,10,12,"inla",8400
-4.5,30,10,12,"inla",8401
-3.5,30,10,12,"inla",8402
-2.5,30,10,12,"inla",8403
-4.5,50,10,12,"inla",8404
-3.5,50,10,12,"inla",8405
-2.5,50,10,12,"inla",8406
-4.5,10,30,12,"inla",8407
-3.5,10,30,12,"inla",8408
-2.5,10,30,12,"inla",8409
-4.5,30,30,12,"inla",8410
-3.5,30,30,12,"inla",8411
-2.5,30,30,12,"inla",8412
-4.5,50,30,12,"inla",8413
-3.5,50,30,12,"inla",8414
-2.5,50,30,12,"inla",8415
-4.5,10,50,12,"inla",8416
-3.5,10,50,12,"inla",8417
-2.5,10,50,12,"inla",8418
-4.5,30,50,12,"inla",8419
-3.5,30,50,12,"inla",8420
-2.5,30,50,12,"inla",8421
-4.5,50,50,12,"inla",8422
-3.5,50,50,12,"inla",8423
-2.5,50,50,12,"inla",8424
-4.5,10,10,13,"inla",8425
-3.5,10,10,13,"inla",8426
-2.5,10,10,13,"inla",8427
-4.5,30,10,13,"inla",8428
-3.5,30,10,13,"inla",8429
-2.5,30,10,13,"inla",8430
-4.5,50,10,13,"inla",8431
-3.5,50,10,13,"inla",8432
-2.5,50,10,13,"inla",8433
-4.5,10,30,13,"inla",8434
-3.5,10,30,13,"inla",8435
-2.5,10,30,13,"inla",8436
-4.5,30,30,13,"inla",8437
-3.5,30,30,13,"inla",8438
-2.5,30,30,13,"inla",8439
-4.5,50,30,13,"inla",8440
-3.5,50,30,13,"inla",8441
-2.5,50,30,13,"inla",8442
-4.5,10,50,13,"inla",8443
-3.5,10,50,13,"inla",8444
-2.5,10,50,13,"inla",8445
-4.5,30,50,13,"inla",8446
-3.5,30,50,13,"inla",8447
-2.5,30,50,13,"inla",8448
-4.5,50,50,13,"inla",8449
-3.5,50,50,13,"inla",8450
-2.5,50,50,13,"inla",8451
-4.5,10,10,14,"inla",8452
-3.5,10,10,14,"inla",8453
-2.5,10,10,14,"inla",8454
-4.5,30,10,14,"inla",8455
-3.5,30,10,14,"inla",8456
-2.5,30,10,14,"inla",8457
-4.5,50,10,14,"inla",8458
-3.5,50,10,14,"inla",8459
-2.5,50,10,14,"inla",8460
-4.5,10,30,14,"inla",8461
-3.5,10,30,14,"inla",8462
-2.5,10,30,14,"inla",8463
-4.5,30,30,14,"inla",8464
-3.5,30,30,14,"inla",8465
-2.5,30,30,14,"inla",8466
-4.5,50,30,14,"inla",8467
-3.5,50,30,14,"inla",8468
-2.5,50,30,14,"inla",8469
-4.5,10,50,14,"inla",8470
-3.5,10,50,14,"inla",8471
-2.5,10,50,14,"inla",8472
-4.5,30,50,14,"inla",8473
-3.5,30,50,14,"inla",8474
-2.5,30,50,14,"inla",8475
-4.5,50,50,14,"inla",8476
-3.5,50,50,14,"inla",8477
-2.5,50,50,14,"inla",8478
-4.5,10,10,15,"inla",8479
-3.5,10,10,15,"inla",8480
-2.5,10,10,15,"inla",8481
-4.5,30,10,15,"inla",8482
-3.5,30,10,15,"inla",8483
-2.5,30,10,15,"inla",8484
-4.5,50,10,15,"inla",8485
-3.5,50,10,15,"inla",8486
-2.5,50,10,15,"inla",8487
-4.5,10,30,15,"inla",8488
-3.5,10,30,15,"inla",8489
-2.5,10,30,15,"inla",8490
-4.5,30,30,15,"inla",8491
-3.5,30,30,15,"inla",8492
-2.5,30,30,15,"inla",8493
-4.5,50,30,15,"inla",8494
-3.5,50,30,15,"inla",8495
-2.5,50,30,15,"inla",8496
-4.5,10,50,15,"inla",8497
-3.5,10,50,15,"inla",8498
-2.5,10,50,15,"inla",8499
-4.5,30,50,15,"inla",8500
-3.5,30,50,15,"inla",8501
-2.5,30,50,15,"inla",8502
-4.5,50,50,15,"inla",8503
-3.5,50,50,15,"inla",8504
-2.5,50,50,15,"inla",8505
-4.5,10,10,16,"inla",8506
-3.5,10,10,16,"inla",8507
-2.5,10,10,16,"inla",8508
-4.5,30,10,16,"inla",8509
-3.5,30,10,16,"inla",8510
-2.5,30,10,16,"inla",8511
-4.5,50,10,16,"inla",8512
-3.5,50,10,16,"inla",8513
-2.5,50,10,16,"inla",8514
-4.5,10,30,16,"inla",8515
-3.5,10,30,16,"inla",8516
-2.5,10,30,16,"inla",8517
-4.5,30,30,16,"inla",8518
-3.5,30,30,16,"inla",8519
-2.5,30,30,16,"inla",8520
-4.5,50,30,16,"inla",8521
-3.5,50,30,16,"inla",8522
-2.5,50,30,16,"inla",8523
-4.5,10,50,16,"inla",8524
-3.5,10,50,16,"inla",8525
-2.5,10,50,16,"inla",8526
-4.5,30,50,16,"inla",8527
-3.5,30,50,16,"inla",8528
-2.5,30,50,16,"inla",8529
-4.5,50,50,16,"inla",8530
-3.5,50,50,16,"inla",8531
-2.5,50,50,16,"inla",8532
-4.5,10,10,17,"inla",8533
-3.5,10,10,17,"inla",8534
-2.5,10,10,17,"inla",8535
-4.5,30,10,17,"inla",8536
-3.5,30,10,17,"inla",8537
-2.5,30,10,17,"inla",8538
-4.5,50,10,17,"inla",8539
-3.5,50,10,17,"inla",8540
-2.5,50,10,17,"inla",8541
-4.5,10,30,17,"inla",8542
-3.5,10,30,17,"inla",8543
-2.5,10,30,17,"inla",8544
-4.5,30,30,17,"inla",8545
-3.5,30,30,17,"inla",8546
-2.5,30,30,17,"inla",8547
-4.5,50,30,17,"inla",8548
-3.5,50,30,17,"inla",8549
-2.5,50,30,17,"inla",8550
-4.5,10,50,17,"inla",8551
-3.5,10,50,17,"inla",8552
-2.5,10,50,17,"inla",8553
-4.5,30,50,17,"inla",8554
-3.5,30,50,17,"inla",8555
-2.5,30,50,17,"inla",8556
-4.5,50,50,17,"inla",8557
-3.5,50,50,17,"inla",8558
-2.5,50,50,17,"inla",8559
-4.5,10,10,18,"inla",8560
-3.5,10,10,18,"inla",8561
-2.5,10,10,18,"inla",8562
-4.5,30,10,18,"inla",8563
-3.5,30,10,18,"inla",8564
-2.5,30,10,18,"inla",8565
-4.5,50,10,18,"inla",8566
-3.5,50,10,18,"inla",8567
-2.5,50,10,18,"inla",8568
-4.5,10,30,18,"inla",8569
-3.5,10,30,18,"inla",8570
-2.5,10,30,18,"inla",8571
-4.5,30,30,18,"inla",8572
-3.5,30,30,18,"inla",8573
-2.5,30,30,18,"inla",8574
-4.5,50,30,18,"inla",8575
-3.5,50,30,18,"inla",8576
-2.5,50,30,18,"inla",8577
-4.5,10,50,18,"inla",8578
-3.5,10,50,18,"inla",8579
-2.5,10,50,18,"inla",8580
-4.5,30,50,18,"inla",8581
-3.5,30,50,18,"inla",8582
-2.5,30,50,18,"inla",8583
-4.5,50,50,18,"inla",8584
-3.5,50,50,18,"inla",8585
-2.5,50,50,18,"inla",8586
-4.5,10,10,19,"inla",8587
-3.5,10,10,19,"inla",8588
-2.5,10,10,19,"inla",8589
-4.5,30,10,19,"inla",8590
-3.5,30,10,19,"inla",8591
-2.5,30,10,19,"inla",8592
-4.5,50,10,19,"inla",8593
-3.5,50,10,19,"inla",8594
-2.5,50,10,19,"inla",8595
-4.5,10,30,19,"inla",8596
-3.5,10,30,19,"inla",8597
-2.5,10,30,19,"inla",8598
-4.5,30,30,19,"inla",8599
-3.5,30,30,19,"inla",8600
-2.5,30,30,19,"inla",8601
-4.5,50,30,19,"inla",8602
-3.5,50,30,19,"inla",8603
-2.5,50,30,19,"inla",8604
-4.5,10,50,19,"inla",8605
-3.5,10,50,19,"inla",8606
-2.5,10,50,19,"inla",8607
-4.5,30,50,19,"inla",8608
-3.5,30,50,19,"inla",8609
-2.5,30,50,19,"inla",8610
-4.5,50,50,19,"inla",8611
-3.5,50,50,19,"inla",8612
-2.5,50,50,19,"inla",8613
-4.5,10,10,20,"inla",8614
-3.5,10,10,20,"inla",8615
-2.5,10,10,20,"inla",8616
-4.5,30,10,20,"inla",8617
-3.5,30,10,20,"inla",8618
-2.5,30,10,20,"inla",8619
-4.5,50,10,20,"inla",8620
-3.5,50,10,20,"inla",8621
-2.5,50,10,20,"inla",8622
-4.5,10,30,20,"inla",8623
-3.5,10,30,20,"inla",8624
-2.5,10,30,20,"inla",8625
-4.5,30,30,20,"inla",8626
-3.5,30,30,20,"inla",8627
-2.5,30,30,20,"inla",8628
-4.5,50,30,20,"inla",8629
-3.5,50,30,20,"inla",8630
-2.5,50,30,20,"inla",8631
-4.5,10,50,20,"inla",8632
-3.5,10,50,20,"inla",8633
-2.5,10,50,20,"inla",8634
-4.5,30,50,20,"inla",8635
-3.5,30,50,20,"inla",8636
-2.5,30,50,20,"inla",8637
-4.5,50,50,20,"inla",8638
-3.5,50,50,20,"inla",8639
-2.5,50,50,20,"inla",8640
-4.5,10,10,21,"inla",8641
-3.5,10,10,21,"inla",8642
-2.5,10,10,21,"inla",8643
-4.5,30,10,21,"inla",8644
-3.5,30,10,21,"inla",8645
-2.5,30,10,21,"inla",8646
-4.5,50,10,21,"inla",8647
-3.5,50,10,21,"inla",8648
-2.5,50,10,21,"inla",8649
-4.5,10,30,21,"inla",8650
-3.5,10,30,21,"inla",8651
-2.5,10,30,21,"inla",8652
-4.5,30,30,21,"inla",8653
-3.5,30,30,21,"inla",8654
-2.5,30,30,21,"inla",8655
-4.5,50,30,21,"inla",8656
-3.5,50,30,21,"inla",8657
-2.5,50,30,21,"inla",8658
-4.5,10,50,21,"inla",8659
-3.5,10,50,21,"inla",8660
-2.5,10,50,21,"inla",8661
-4.5,30,50,21,"inla",8662
-3.5,30,50,21,"inla",8663
-2.5,30,50,21,"inla",8664
-4.5,50,50,21,"inla",8665
-3.5,50,50,21,"inla",8666
-2.5,50,50,21,"inla",8667
-4.5,10,10,22,"inla",8668
-3.5,10,10,22,"inla",8669
-2.5,10,10,22,"inla",8670
-4.5,30,10,22,"inla",8671
-3.5,30,10,22,"inla",8672
-2.5,30,10,22,"inla",8673
-4.5,50,10,22,"inla",8674
-3.5,50,10,22,"inla",8675
-2.5,50,10,22,"inla",8676
-4.5,10,30,22,"inla",8677
-3.5,10,30,22,"inla",8678
-2.5,10,30,22,"inla",8679
-4.5,30,30,22,"inla",8680
-3.5,30,30,22,"inla",8681
-2.5,30,30,22,"inla",8682
-4.5,50,30,22,"inla",8683
-3.5,50,30,22,"inla",8684
-2.5,50,30,22,"inla",8685
-4.5,10,50,22,"inla",8686
-3.5,10,50,22,"inla",8687
-2.5,10,50,22,"inla",8688
-4.5,30,50,22,"inla",8689
-3.5,30,50,22,"inla",8690
-2.5,30,50,22,"inla",8691
-4.5,50,50,22,"inla",8692
-3.5,50,50,22,"inla",8693
-2.5,50,50,22,"inla",8694
-4.5,10,10,23,"inla",8695
-3.5,10,10,23,"inla",8696
-2.5,10,10,23,"inla",8697
-4.5,30,10,23,"inla",8698
-3.5,30,10,23,"inla",8699
-2.5,30,10,23,"inla",8700
-4.5,50,10,23,"inla",8701
-3.5,50,10,23,"inla",8702
-2.5,50,10,23,"inla",8703
-4.5,10,30,23,"inla",8704
-3.5,10,30,23,"inla",8705
-2.5,10,30,23,"inla",8706
-4.5,30,30,23,"inla",8707
-3.5,30,30,23,"inla",8708
-2.5,30,30,23,"inla",8709
-4.5,50,30,23,"inla",8710
-3.5,50,30,23,"inla",8711
-2.5,50,30,23,"inla",8712
-4.5,10,50,23,"inla",8713
-3.5,10,50,23,"inla",8714
-2.5,10,50,23,"inla",8715
-4.5,30,50,23,"inla",8716
-3.5,30,50,23,"inla",8717
-2.5,30,50,23,"inla",8718
-4.5,50,50,23,"inla",8719
-3.5,50,50,23,"inla",8720
-2.5,50,50,23,"inla",8721
-4.5,10,10,24,"inla",8722
-3.5,10,10,24,"inla",8723
-2.5,10,10,24,"inla",8724
-4.5,30,10,24,"inla",8725
-3.5,30,10,24,"inla",8726
-2.5,30,10,24,"inla",8727
-4.5,50,10,24,"inla",8728
-3.5,50,10,24,"inla",8729
-2.5,50,10,24,"inla",8730
-4.5,10,30,24,"inla",8731
-3.5,10,30,24,"inla",8732
-2.5,10,30,24,"inla",8733
-4.5,30,30,24,"inla",8734
-3.5,30,30,24,"inla",8735
-2.5,30,30,24,"inla",8736
-4.5,50,30,24,"inla",8737
-3.5,50,30,24,"inla",8738
-2.5,50,30,24,"inla",8739
-4.5,10,50,24,"inla",8740
-3.5,10,50,24,"inla",8741
-2.5,10,50,24,"inla",8742
-4.5,30,50,24,"inla",8743
-3.5,30,50,24,"inla",8744
-2.5,30,50,24,"inla",8745
-4.5,50,50,24,"inla",8746
-3.5,50,50,24,"inla",8747
-2.5,50,50,24,"inla",8748
-4.5,10,10,25,"inla",8749
-3.5,10,10,25,"inla",8750
-2.5,10,10,25,"inla",8751
-4.5,30,10,25,"inla",8752
-3.5,30,10,25,"inla",8753
-2.5,30,10,25,"inla",8754
-4.5,50,10,25,"inla",8755
-3.5,50,10,25,"inla",8756
-2.5,50,10,25,"inla",8757
-4.5,10,30,25,"inla",8758
-3.5,10,30,25,"inla",8759
-2.5,10,30,25,"inla",8760
-4.5,30,30,25,"inla",8761
-3.5,30,30,25,"inla",8762
-2.5,30,30,25,"inla",8763
-4.5,50,30,25,"inla",8764
-3.5,50,30,25,"inla",8765
-2.5,50,30,25,"inla",8766
-4.5,10,50,25,"inla",8767
-3.5,10,50,25,"inla",8768
-2.5,10,50,25,"inla",8769
-4.5,30,50,25,"inla",8770
-3.5,30,50,25,"inla",8771
-2.5,30,50,25,"inla",8772
-4.5,50,50,25,"inla",8773
-3.5,50,50,25,"inla",8774
-2.5,50,50,25,"inla",8775
-4.5,10,10,26,"inla",8776
-3.5,10,10,26,"inla",8777
-2.5,10,10,26,"inla",8778
-4.5,30,10,26,"inla",8779
-3.5,30,10,26,"inla",8780
-2.5,30,10,26,"inla",8781
-4.5,50,10,26,"inla",8782
-3.5,50,10,26,"inla",8783
-2.5,50,10,26,"inla",8784
-4.5,10,30,26,"inla",8785
-3.5,10,30,26,"inla",8786
-2.5,10,30,26,"inla",8787
-4.5,30,30,26,"inla",8788
-3.5,30,30,26,"inla",8789
-2.5,30,30,26,"inla",8790
-4.5,50,30,26,"inla",8791
-3.5,50,30,26,"inla",8792
-2.5,50,30,26,"inla",8793
-4.5,10,50,26,"inla",8794
-3.5,10,50,26,"inla",8795
-2.5,10,50,26,"inla",8796
-4.5,30,50,26,"inla",8797
-3.5,30,50,26,"inla",8798
-2.5,30,50,26,"inla",8799
-4.5,50,50,26,"inla",8800
-3.5,50,50,26,"inla",8801
-2.5,50,50,26,"inla",8802
-4.5,10,10,27,"inla",8803
-3.5,10,10,27,"inla",8804
-2.5,10,10,27,"inla",8805
-4.5,30,10,27,"inla",8806
-3.5,30,10,27,"inla",8807
-2.5,30,10,27,"inla",8808
-4.5,50,10,27,"inla",8809
-3.5,50,10,27,"inla",8810
-2.5,50,10,27,"inla",8811
-4.5,10,30,27,"inla",8812
-3.5,10,30,27,"inla",8813
-2.5,10,30,27,"inla",8814
-4.5,30,30,27,"inla",8815
-3.5,30,30,27,"inla",8816
-2.5,30,30,27,"inla",8817
-4.5,50,30,27,"inla",8818
-3.5,50,30,27,"inla",8819
-2.5,50,30,27,"inla",8820
-4.5,10,50,27,"inla",8821
-3.5,10,50,27,"inla",8822
-2.5,10,50,27,"inla",8823
-4.5,30,50,27,"inla",8824
-3.5,30,50,27,"inla",8825
-2.5,30,50,27,"inla",8826
-4.5,50,50,27,"inla",8827
-3.5,50,50,27,"inla",8828
-2.5,50,50,27,"inla",8829
-4.5,10,10,28,"inla",8830
-3.5,10,10,28,"inla",8831
-2.5,10,10,28,"inla",8832
-4.5,30,10,28,"inla",8833
-3.5,30,10,28,"inla",8834
-2.5,30,10,28,"inla",8835
-4.5,50,10,28,"inla",8836
-3.5,50,10,28,"inla",8837
-2.5,50,10,28,"inla",8838
-4.5,10,30,28,"inla",8839
-3.5,10,30,28,"inla",8840
-2.5,10,30,28,"inla",8841
-4.5,30,30,28,"inla",8842
-3.5,30,30,28,"inla",8843
-2.5,30,30,28,"inla",8844
-4.5,50,30,28,"inla",8845
-3.5,50,30,28,"inla",8846
-2.5,50,30,28,"inla",8847
-4.5,10,50,28,"inla",8848
-3.5,10,50,28,"inla",8849
-2.5,10,50,28,"inla",8850
-4.5,30,50,28,"inla",8851
-3.5,30,50,28,"inla",8852
-2.5,30,50,28,"inla",8853
-4.5,50,50,28,"inla",8854
-3.5,50,50,28,"inla",8855
-2.5,50,50,28,"inla",8856
-4.5,10,10,29,"inla",8857
-3.5,10,10,29,"inla",8858
-2.5,10,10,29,"inla",8859
-4.5,30,10,29,"inla",8860
-3.5,30,10,29,"inla",8861
-2.5,30,10,29,"inla",8862
-4.5,50,10,29,"inla",8863
-3.5,50,10,29,"inla",8864
-2.5,50,10,29,"inla",8865
-4.5,10,30,29,"inla",8866
-3.5,10,30,29,"inla",8867
-2.5,10,30,29,"inla",8868
-4.5,30,30,29,"inla",8869
-3.5,30,30,29,"inla",8870
-2.5,30,30,29,"inla",8871
-4.5,50,30,29,"inla",8872
-3.5,50,30,29,"inla",8873
-2.5,50,30,29,"inla",8874
-4.5,10,50,29,"inla",8875
-3.5,10,50,29,"inla",8876
-2.5,10,50,29,"inla",8877
-4.5,30,50,29,"inla",8878
-3.5,30,50,29,"inla",8879
-2.5,30,50,29,"inla",8880
-4.5,50,50,29,"inla",8881
-3.5,50,50,29,"inla",8882
-2.5,50,50,29,"inla",8883
-4.5,10,10,30,"inla",8884
-3.5,10,10,30,"inla",8885
-2.5,10,10,30,"inla",8886
-4.5,30,10,30,"inla",8887
-3.5,30,10,30,"inla",8888
-2.5,30,10,30,"inla",8889
-4.5,50,10,30,"inla",8890
-3.5,50,10,30,"inla",8891
-2.5,50,10,30,"inla",8892
-4.5,10,30,30,"inla",8893
-3.5,10,30,30,"inla",8894
-2.5,10,30,30,"inla",8895
-4.5,30,30,30,"inla",8896
-3.5,30,30,30,"inla",8897
-2.5,30,30,30,"inla",8898
-4.5,50,30,30,"inla",8899
-3.5,50,30,30,"inla",8900
-2.5,50,30,30,"inla",8901
-4.5,10,50,30,"inla",8902
-3.5,10,50,30,"inla",8903
-2.5,10,50,30,"inla",8904
-4.5,30,50,30,"inla",8905
-3.5,30,50,30,"inla",8906
-2.5,30,50,30,"inla",8907
-4.5,50,50,30,"inla",8908
-3.5,50,50,30,"inla",8909
-2.5,50,50,30,"inla",8910
-4.5,10,10,31,"inla",8911
-3.5,10,10,31,"inla",8912
-2.5,10,10,31,"inla",8913
-4.5,30,10,31,"inla",8914
-3.5,30,10,31,"inla",8915
-2.5,30,10,31,"inla",8916
-4.5,50,10,31,"inla",8917
-3.5,50,10,31,"inla",8918
-2.5,50,10,31,"inla",8919
-4.5,10,30,31,"inla",8920
-3.5,10,30,31,"inla",8921
-2.5,10,30,31,"inla",8922
-4.5,30,30,31,"inla",8923
-3.5,30,30,31,"inla",8924
-2.5,30,30,31,"inla",8925
-4.5,50,30,31,"inla",8926
-3.5,50,30,31,"inla",8927
-2.5,50,30,31,"inla",8928
-4.5,10,50,31,"inla",8929
-3.5,10,50,31,"inla",8930
-2.5,10,50,31,"inla",8931
-4.5,30,50,31,"inla",8932
-3.5,30,50,31,"inla",8933
-2.5,30,50,31,"inla",8934
-4.5,50,50,31,"inla",8935
-3.5,50,50,31,"inla",8936
-2.5,50,50,31,"inla",8937
-4.5,10,10,32,"inla",8938
-3.5,10,10,32,"inla",8939
-2.5,10,10,32,"inla",8940
-4.5,30,10,32,"inla",8941
-3.5,30,10,32,"inla",8942
-2.5,30,10,32,"inla",8943
-4.5,50,10,32,"inla",8944
-3.5,50,10,32,"inla",8945
-2.5,50,10,32,"inla",8946
-4.5,10,30,32,"inla",8947
-3.5,10,30,32,"inla",8948
-2.5,10,30,32,"inla",8949
-4.5,30,30,32,"inla",8950
-3.5,30,30,32,"inla",8951
-2.5,30,30,32,"inla",8952
-4.5,50,30,32,"inla",8953
-3.5,50,30,32,"inla",8954
-2.5,50,30,32,"inla",8955
-4.5,10,50,32,"inla",8956
-3.5,10,50,32,"inla",8957
-2.5,10,50,32,"inla",8958
-4.5,30,50,32,"inla",8959
-3.5,30,50,32,"inla",8960
-2.5,30,50,32,"inla",8961
-4.5,50,50,32,"inla",8962
-3.5,50,50,32,"inla",8963
-2.5,50,50,32,"inla",8964
-4.5,10,10,33,"inla",8965
-3.5,10,10,33,"inla",8966
-2.5,10,10,33,"inla",8967
-4.5,30,10,33,"inla",8968
-3.5,30,10,33,"inla",8969
-2.5,30,10,33,"inla",8970
-4.5,50,10,33,"inla",8971
-3.5,50,10,33,"inla",8972
-2.5,50,10,33,"inla",8973
-4.5,10,30,33,"inla",8974
-3.5,10,30,33,"inla",8975
-2.5,10,30,33,"inla",8976
-4.5,30,30,33,"inla",8977
-3.5,30,30,33,"inla",8978
-2.5,30,30,33,"inla",8979
-4.5,50,30,33,"inla",8980
-3.5,50,30,33,"inla",8981
-2.5,50,30,33,"inla",8982
-4.5,10,50,33,"inla",8983
